State,Lat,Lon,GHCN_ID,City/Station Name,County,Elev,1-Feb,2-Feb,3-Feb,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb,14-Feb,15-Feb,16-Feb,17-Feb,18-Feb,19-Feb,20-Feb,21-Feb,22-Feb,23-Feb,24-Feb,25-Feb,26-Feb,27-Feb,28-Feb
NM,36.05,-106.15,US1NMRA0022,ESPANOLA 5.4 WNW,RIO ARRIBA,6412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8,0.2,5.5,0,0,0,0,0,0,0,0,0,0
NM,36.33,-106.47,USC00293511,GHOST RANCH,RIO ARRIBA,6498,0,0,0,0,0,0,0,0,0,0,0,0,T,1,1.5,T,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.04,-105.79,US1NMRA0040,TRUCHAS 1.4 ESE,RIO ARRIBA,8287,0,0,0,0.1,0,0,0,0,0,0,0,0,0,4.9,0.8,1.4,4.4,7.6,0,0,0.2,0,0,0,0,0,0,0
NM,36.25,-106.5,US1NMRA0028,YOUNGSVILLE 5.4 NE,RIO ARRIBA,6499,M,M,M,M,M,M,M,M,M,M,M,M,M,0.2,0.2,6,0.1,M,M,M,M,M,M,M,M,M,M,M
NM,33.71,-103.12,US1NMRV0024,CAUSEY 11.0 S,ROOSEVELT,4038,0,0,0,0,0,0,0,0,0,0,0,T,0,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
NM,33.73,-103.28,US1NMRV0026,CAUSEY 13.4 SW,ROOSEVELT,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0
NM,33.96,-103.75,US1NMRV0031,ELIDA 5.7 W,ROOSEVELT,4559,M,0,0,0,0,0,0,0,0,0,M,0,0,M,T,T,0,0,0,0,0,0,0,M,0,0,0,0
NM,33.81,-103.65,US1NMRV0022,ELIDA 9.1 S,ROOSEVELT,4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,1.5,M,0,0,0,0,0,0,0,0,0,0
NM,33.64,-103.34,US1NMRV0027,MILNESAND 0.0 W,ROOSEVELT,4198,M,0,0,0,M,M,M,0,0,0,0,0,M,M,M,3,0,M,M,M,M,0,0,0,0,M,M,M
NM,34.21,-103.32,US1NMRV0032,PORTALES 2.6 NE,ROOSEVELT,4055,M,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M
NM,34.17,-103.3,US1NMRV0028,PORTALES 2.9 ESE,ROOSEVELT,3985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,T,0,0,0,0,0,0,0,0,0
NM,34.15,-103.38,US1NMRV0018,PORTALES 2.9 SW,ROOSEVELT,4045,M,M,M,M,M,M,M,M,M,M,M,M,M,3,M,M,M,0.1,M,M,M,M,M,M,M,M,M,M
NM,34.11,-103.38,US1NMRV0010,PORTALES 5.1 SSW,ROOSEVELT,4087,0,0,0,0,0,0,0,0,0,0,0,0,M,0,M,0,M,M,0,0,0,0,0,0,0,0,0,0
NM,34.17,-103.35,USC00297008,PORTALES,ROOSEVELT,4009,M,M,M,M,M,M,M,M,M,M,M,M,M,2.5,1,M,M,M,M,M,M,M,M,M,M,M,M,M
NM,35.3,-106.55,US1NMSN0115,BERNALILLO 0.9 SSE,SANDOVAL,5056,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,T,M,0,T,0,0,0,0,0,0,0,0,0,0
NM,35.31,-106.57,US1NMSN0113,BERNALILLO 0.9 WSW,SANDOVAL,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,T,0.4,M,0,0,0,0,0,0,0,0,0,0,0
NM,35.33,-106.53,US1NMSN0109,BERNALILLO 1.8 NE,SANDOVAL,5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,1,1,T,0,0,0,0,0,0,0,0,0,M
NM,35.64,-106.33,USC00291982,COCHITI DAM,SANDOVAL,5559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,35.23,-106.61,US1NMSN0018,CORRALES 0.8 ESE,SANDOVAL,5012,M,M,M,M,M,M,M,M,M,M,M,M,M,2,M,1,M,0.9,M,M,M,M,M,0,0,0,0,0
NM,35.22,-106.61,US1NMSN0038,CORRALES 1.1 SSE,SANDOVAL,5010,0,0,0,M,0,0,0,0,0,0,0,0,M,1,M,M,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.23,-106.64,US1NMSN0142,CORRALES 1.1 W,SANDOVAL,5135,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.24,-106.6,US1NMSN0076,CORRALES 1.3 ENE,SANDOVAL,5025,0,0,0,M,0,0,0,0,0,0,0,0,0,1.5,0.1,0.5,M,0.2,M,0,0,0,0,0,0,0,0,0
NM,35.25,-106.61,US1NMSN0116,CORRALES 1.4 NNE,SANDOVAL,5065,0,0,0,0,0,0,0,0,0,0,0,0,M,1.5,0.3,0.5,0.7,M,M,0,0,0,0,0,0,0,0,0
NM,35.25,-106.6,USC00292100,CORRALES,SANDOVAL,5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0
NM,35.39,-106.54,USC00294366,JEMEZ DAM,SANDOVAL,5387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,35.7,-106.76,US1NMSN0089,JEMEZ PUEBLO 5.7 NNW,SANDOVAL,5907,0,0,0,0,0,0,0,0,0,0,0,0,M,1.3,0.5,4.5,M,0,0,0,0,0,0,0,0,0,0,0
NM,35.78,-106.69,USC00294369,JEMEZ SPRINGS,SANDOVAL,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,35.95,-107.09,USC00294398,JOHNSON RANCH,SANDOVAL,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0
NM,35.32,-106.43,US1NMSN0092,PLACITAS 2.0 E,SANDOVAL,5793,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,0.5,M,M,M,0,0,0,0,0,0,0,0,0
NM,35.32,-106.46,US1NMSN0119,PLACITAS 2.2 WNW,SANDOVAL,5779,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,M,M,0,0,0
NM,35.33,-106.4,US1NMSN0045,PLACITAS 3.8 ENE,SANDOVAL,6091,0,0,0,0,0,0,0,0,0,0,0,0,M,1.5,0.5,2,T,0.5,T,0,0,0,0,0,0,0,0,0
NM,35.27,-106.66,US1NMSN0098,RIO RANCHO 0.4 S,SANDOVAL,5381,0,0,0,0,0,0,0,0,M,0,0,0,0,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0
NM,35.26,-106.66,US1NMSN0135,RIO RANCHO 0.8 S,SANDOVAL,5309,0,0,0,0,0,0,0,0,M,0,0,M,M,M,M,M,M,M,0,0,M,0,0,0,0,0,0,0
NM,35.28,-106.64,US1NMSN0146,RIO RANCHO 1.3 E,SANDOVAL,5315,0,0,0,M,0,0,0,0,0,0,0,0,0,2.3,0.1,0.6,0.1,0.2,0,0,0,0,0,0,0,0,0,0
NM,35.28,-106.64,US1NMSN0126,RIO RANCHO 1.4 E,SANDOVAL,5308,0,0,0,M,0,0,0,0,0,0,0,0,M,1.1,T,0.5,0,T,0,0,0,0,0,0,0,M,0,0
NM,35.28,-106.64,US1NMSN0052,RIO RANCHO 1.5 ENE,SANDOVAL,5284,0,0,0,M,0,0,0,0,0,0,0,0,0,3,M,0.6,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.26,-106.63,US1NMSN0086,RIO RANCHO 1.8 ESE,SANDOVAL,5166,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,0,M,0,0,0,0,0,0,0,0,0
NM,35.28,-106.62,USC00297477,RIO RANCHO #1,SANDOVAL,5229,0,0,0,0,0,0,0,0,0,0,0,0,0,2,T,0.6,0,0.1,0,0,0,0,0,0,0,0,0,0
NM,35.26,-106.69,US1NMSN0082,RIO RANCHO 2.0 WSW,SANDOVAL,5513,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,M,0,0,0,M,0,0,0,0,0,0
NM,35.29,-106.63,US1NMSN0080,RIO RANCHO 2.1 ENE,SANDOVAL,5309,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0
NM,35.25,-106.64,US1NMSN0070,RIO RANCHO 2.2 SSE,SANDOVAL,5275,0,0,0,0,0,0,0,0,0,0,0,0,M,1.8,M,0.5,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.27,-106.62,US1NMSN0054,RIO RANCHO 2.5 E,SANDOVAL,5143,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.27,-106.61,US1NMSN0108,RIO RANCHO 2.9 E,SANDOVAL,5097,M,0,0,0,0,M,M,M,0,0,0,0,M,M,M,M,M,M,M,M,M,M,0,0,0,0,M,M
NM,35.25,-106.63,USC00297481,RIO RANCHO #2,SANDOVAL,5289,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.2,0.5,M,0.3,0,0,0,0,0,0,0,0,0,0
NM,35.28,-106.71,US1NMSN0137,RIO RANCHO 3.0 WNW,SANDOVAL,5581,0,0,0,0,0,0,0,M,0,0,0,0,0,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.26,-106.71,US1NMSN0062,RIO RANCHO 3.0 WSW,SANDOVAL,5657,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0
NM,35.29,-106.61,US1NMSN0039,RIO RANCHO 3.3 ENE,SANDOVAL,5163,0,0,0,0,0,0,0,0,0,0,0,0,0,2,T,0.8,0.2,T,0,0,0,0,0,0,0,0,0,0
NM,35.22,-106.67,US1NMSN0124,RIO RANCHO 3.5 SSW,SANDOVAL,5251,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.3,0.7,T,T,0,0,0,0,0,0,0,0,0,0
NM,35.28,-106.72,US1NMSN0043,RIO RANCHO 3.5 W,SANDOVAL,5695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
NM,35.23,-106.71,US1NMSN0143,RIO RANCHO 3.7 SW,SANDOVAL,5407,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,0.5,T,T,0,0,0,0,0,0,0,0,0,0
NM,35.3,-106.72,US1NMSN0093,RIO RANCHO 4.0 WNW,SANDOVAL,5623,M,M,M,M,M,M,M,M,M,M,M,M,M,3,1,0.5,T,T,M,M,M,M,M,M,M,M,M,M
NM,35.24,-106.72,US1NMSN0074,RIO RANCHO 4.1 WSW,SANDOVAL,5668,M,M,M,M,M,M,M,M,M,M,M,M,M,1.7,0.7,0.4,0.8,T,0,M,M,M,M,M,M,M,M,M
NM,35.3,-106.59,US1NMSN0053,RIO RANCHO 4.5 ENE,SANDOVAL,5109,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.3,-106.59,US1NMSN0041,RIO RANCHO 4.5 ENE,SANDOVAL,5123,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.5,M,1.5,M,M,M,M,M,M,M,M,M,M,M
NM,35.31,-106.59,US1NMSN0066,RIO RANCHO 4.7 NE,SANDOVAL,5217,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,T,0.8,T,0,0,0,0,0,0,0,0,0,0,0
NM,35.35,-106.63,US1NMSN0136,RIO RANCHO 5.4 NNE,SANDOVAL,5601,0,0,0,0,0,M,0,0,0,0,0,0,0,1.1,0.3,0.5,T,T,0,0,0,0,0,0,0,0,0,0
NM,35.34,-106.6,US1NMSN0026,RIO RANCHO 5.6 NE,SANDOVAL,5362,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M,0.5,0,0,0,0,0,0,0,0,0,M,0,0
NM,35.16,-106.3,US1NMSN0100,SANDIA PARK 3.7 ESE,SANDOVAL,6793,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0
NM,35.22,-106.33,US1NMSN0091,SANDIA PARK 4.2 NNE,SANDOVAL,6589,0,0,M,M,0,M,0,0,0,0,0,0,0,3.5,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
NM,35.23,-106.32,US1NMSN0099,SANDIA PARK 5.0 NNE,SANDOVAL,6613,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.95,-106.75,USC00299820,WOLF CANYON,SANDOVAL,8218,0,0,0,0,0,T,0,0,0,0,0,T,T,5,0,7,1,0,T,0,T,0,0,0,0,0,0,T
NM,36.83,-107.99,US1NMSJ0056,AZTEC 0.8 ESE,SAN JUAN,5650,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,M,M,M,0
NM,36.83,-107.99,US1NMSJ0060,AZTEC 0.9 E,SAN JUAN,5648,0,0,0,0,0,0,0,0,0,0,0,M,0,2.1,0.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.82,-107.99,US1NMSJ0050,AZTEC 1.0 ESE,SAN JUAN,5678,0,0,0,0,0,0,0,0,0,0,0,M,0,1.5,0.2,5,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.82,-108.04,US1NMSJ0035,AZTEC 2.3 WSW,SAN JUAN,5612,0,M,M,M,M,0,M,M,0,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M
NM,36.8,-108.07,US1NMSJ0040,AZTEC 4.1 WSW,SAN JUAN,5499,0,M,0,M,0,0,M,0,0,0,0,M,M,M,M,M,0,0,0,0,M,0,0,0,0,0,M,0
NM,36.83,-107.91,US1NMSJ0048,AZTEC 5.2 E,SAN JUAN,6290,0,0,M,M,0,0,0,0,0,0,0,T,0,5.8,T,4,T,0,0,0,0,0,0,0,0,0,0,0
NM,36.93,-107.89,US1NMSJ0063,AZTEC 9.1 NE,SAN JUAN,5957,0,0,M,M,0,0,0,0,0,0,0,M,M,4.8,0.2,3.5,0.1,0,0,0,0,0,0,0,0,0,0,0
NM,36.92,-107.89,US1NMSJ0010,AZTEC 9.2 NE,SAN JUAN,5996,0,0,M,0,0,0,0,0,0,0,0,0,0,6,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.93,-107.88,US1NMSJ0038,AZTEC 9.9 NE,SAN JUAN,5840,M,M,0,M,M,M,M,0,M,0,M,M,0,1.7,M,2.2,0,M,M,M,0,0,M,M,M,0,0,M
NM,36.83,-108,USC00290692,AZTEC RUINS NATL MONUMENT,SAN JUAN,5643,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,T,0,0,0,0,0,0,0,0,0,0,0
NM,36.72,-107.97,US1NMSJ0046,BLOOMFIELD 0.8 NE,SAN JUAN,5486,0,0,0,M,M,0,0,0,0,0,0,M,0,M,M,6,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.74,-107.97,US1NMSJ0049,BLOOMFIELD 1.7 N,SAN JUAN,5593,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.3,5.2,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.03,-107.91,USC00291647,CHACO CANYON NATL MON,SAN JUAN,6172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.74,-108.21,US1NMSJ0025,FARMINGTON 1.4 WSW,SAN JUAN,5388,M,M,M,M,M,M,M,M,M,M,M,M,0.7,M,0.1,3.6,M,M,M,M,M,M,M,M,M,M,M,M
NM,36.74,-108.21,US1NMSJ0006,FARMINGTON 1.5 SW,SAN JUAN,5419,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,4,M,M,M,M,M,M,M,M,M,M,M,M
NM,36.73,-108.21,US1NMSJ0042,FARMINGTON 2.0 SW,SAN JUAN,5326,0,0,0,0,0,M,0,M,M,M,0,0,0,M,M,M,0,0,0,M,0,0,0,0,M,0,M,0
NM,36.78,-108.17,US1NMSJ0062,FARMINGTON 2.3 NNE,SAN JUAN,5753,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.72,-108.2,US1NMSJ0041,FARMINGTON 2.7 SSW,SAN JUAN,5317,0,0,0,0,0,0,0,0,0,M,M,0,0,M,M,3.5,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.71,-108.19,US1NMSJ0027,FARMINGTON 2.8 S,SAN JUAN,5327,0,0,0,0,0,0,0,0,0,0,0,0,0,M,1,3,M,0,0,0,0,0,0,0,0,0,0,0
NM,36.78,-108.15,US1NMSJ0026,FARMINGTON 3.0 NE,SAN JUAN,5671,M,M,M,M,M,M,M,M,M,M,M,M,M,2.5,1.6,5.5,M,M,M,M,M,M,M,M,M,M,M,M
NM,36.74,-108.24,US1NMSJ0019,FARMINGTON 3.4 WSW,SAN JUAN,5269,0,0,0,M,0,0,0,0,0,0,0,0,0,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.75,-108.11,US1NMSJ0047,FARMINGTON 4.1 E,SAN JUAN,5776,0,0,0,0,0,0,0,0,0,0,M,M,0,2.5,M,4.5,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.69,-108.31,USC00293142,FARMINGTON AG SCIENCE CNT,SAN JUAN,5624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.43,-108.3,US1NMSJ0032,KIRTLAND 21.7 S,SAN JUAN,6400,0,0,M,0,0,0,0,0,0,0,0,0,0,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0
NM,36.19,-107.69,US1NMSJ0036,NAGEEZI 5.9 SSE,SAN JUAN,6796,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,0,0,0,0,0,0,0
NM,36.8,-107.62,USC00296061,NAVAJO DAM,SAN JUAN,5769,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.5,M,M,M,M,M,M,M,M,M,M,M,M
NM,36.75,-108.51,US1NMSJ0058,OJO AMARILLO 8.6 WNW,SAN JUAN,5088,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,0,0,0,0,M
NM,36.33,-107.84,USC00296465,OTIS,SAN JUAN,6878,M,M,M,M,M,M,M,M,M,M,M,M,M,0.4,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NM,35.41,-104.19,USC00292030,CONCHAS DAM,SAN MIGUEL,4243,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,35.43,-105.55,US1NMSM0025,ILFELD 0.7 NE,SAN MIGUEL,6586,0,0,0,M,0,0,0,0,0,0,0,0,0,4.4,0.5,1.4,1.1,5.2,0,0,0,0,0,0,0,0,0,0
NM,35.62,-105.43,US1NMSM0010,LAS VEGAS 12.1 W,SAN MIGUEL,7247,M,M,0,0,0,0,0,0,M,0,0,0,0,M,M,0,3,8.5,M,0,M,0,0,M,0,M,M,M
NM,35.62,-105.24,US1NMSM0015,LAS VEGAS 1.7 NNW,SAN MIGUEL,6582,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,0,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.56,-105.23,US1NMSM0036,LAS VEGAS 2.8 SSW,SAN MIGUEL,6386,0,0,0,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,35.52,-105.34,US1NMSM0026,LAS VEGAS 8.7 SW,SAN MIGUEL,6605,0,0,0,M,0,0,0,0,0,0,0,0,0,5.5,0.6,0,5.5,10.2,0.1,0,0,0,0,0,0,0,0,0
NM,35.57,-105.38,US1NMSM0017,LAS VEGAS 9.5 WSW,SAN MIGUEL,6802,0,0,0,M,0,0,0,0,0,M,0,0,0,4.5,0,0,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.57,-103.9,US1NMSM0001,MOSQUERO 15 SSE,SAN MIGUEL,4428,M,M,M,M,M,M,M,M,M,M,M,M,M,5,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NM,35.55,-105.7,US1NMSM0031,PECOS 2.1 SW,SAN MIGUEL,6950,0,0,0,M,0,0,0,0,0,0,0,0,0,4,1,2,T,7,0,0,0,0,0,0,0,0,0,0
NM,35.55,-105.69,USC00296676,PECOS NATIONAL MONUMENT,SAN MIGUEL,6876,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,4,0,M,M,0,0,0,0,0,0,0
NM,35.85,-105.32,US1NMSM0011,ROCIADA 5.6 E,SAN MIGUEL,7352,M,M,M,M,M,M,M,M,M,M,M,M,M,7,0,0,3.9,7,M,M,M,M,M,M,M,M,M,M
NM,35.8,-105.34,US1NMSM0012,SAPELLO 5.1 WNW,SAN MIGUEL,7264,0,0,0,0,0,0,0,0,0,0,0,0,0,6,M,M,2.5,8.5,0.2,0,0,0,0,0,0,0,0,0
NM,35.06,-105.32,US1NMSM0037,VILLANUEVA 14.3 S,SAN MIGUEL,5987,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,M,0,0,0,0,0,0,0,0,0,0
NM,35.27,-105.36,USC00299496,VILLANUEVA,SAN MIGUEL,5764,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,6,3,0,0,0,0,0,0,0,0,0,0
NM,35.62,-106.04,US1NMSF0044,AGUA FRIA 2.0 SW,SANTA FE,6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,T,3.7,1.3,0.5,0,0,0,0,0,0,0,0,0,0
NM,35.86,-105.99,US1NMSF0139,CUYAMUNGUE 1.3 SE,SANTA FE,6083,M,M,M,M,M,M,M,0,M,M,0,M,M,M,0,M,M,M,M,M,M,M,M,M,0,M,M,M
NM,35.1,-106.19,US1NMSF0100,EDGEWOOD 1.6 NW,SANTA FE,6606,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0
NM,35.09,-106.21,US1NMSF0052,EDGEWOOD 2.1 WNW,SANTA FE,6605,0,0,0,0,0,0,0,0,0,0,0,0,T,5.5,2.7,0.5,1.8,0.8,0.1,0,0,0,0,0,0,0,0,0
NM,35.09,-106.22,US1NMSF0050,EDGEWOOD 2.7 W,SANTA FE,6618,0,0,0,M,M,0,0,0,0,0,0,0,T,5.4,1.6,2,0,0.6,0,0,0,0,0,0,0,0,0,0
NM,35.06,-106.23,US1NMSF0071,EDGEWOOD 3.7 WSW,SANTA FE,6825,0,0,0,0,M,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,35.15,-106.23,US1NMSF0152,EDGEWOOD 5.7 NW,SANTA FE,6813,M,M,M,M,M,M,M,M,M,M,M,M,M,6.5,M,M,M,M,M,M,M,M,M,M,M,M,0,0
NM,35.23,-106.16,US1NMSF0121,EDGEWOOD 9.9 N,SANTA FE,6942,0,M,0,M,0,M,M,0,0,0,0,M,M,6.6,3.6,2.4,M,M,M,M,0,0,M,M,0,0,0,0
NM,35.53,-105.93,US1NMSF0150,ELDORADO AT SANTA FE 0.5 E,SANTA FE,6746,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,2.9,0,0,0,0,0,0,0,0,0,0
NM,35.97,-106.03,US1NMSF0133,ESPANOLA 3.4 SE,SANTA FE,5740,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,0,0,0
NM,35.99,-106,US1NMSF0090,ESPANOLA 3.8 ESE,SANTA FE,5810,0,0,0,0,0,0,0,0,0,0,0,0,0,4,M,3,3,3,M,0,0,0,0,0,0,0,0,0
NM,35.59,-105.73,US1NMSF0101,GLORIETA 2.4 E,SANTA FE,7342,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1.1,2.1,0.1,4,T,0,0,0,0,0,0,0,0,0
NM,35.27,-106.21,USC00293592,GOLDEN,SANTA FE,6698,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0
NM,35.49,-105.9,US1NMSF0043,LAMY 1.3 WNW,SANTA FE,6596,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.9,0.5,3.1,M,M,M,M,M,M,M,M,M,M
NM,35.4,-106.16,US1NMSF0127,MADRID 0.7 SSW,SANTA FE,6149,M,0,0,M,M,0,0,0,0,0,0,0,0,1,T,1.5,0.5,0.2,0,0,0,0,0,0,0,0,0,0
NM,35.41,-106.19,US1NMSF0132,MADRID 2.3 W,SANTA FE,6203,0,0,0,M,0,0,0,0,0,0,0,0,0,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.21,-105.89,US1NMSF0131,MORIARTY 17.0 NNE,SANTA FE,6713,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.9,-106.01,US1NMSF0096,POJOAQUE 0.7 N,SANTA FE,5902,0,0,0,0,0,0,0,0,0,0,M,0,0,2.9,M,4.5,0.4,0.4,0,0,0,0,0,0,0,0,0,0
NM,35.89,-105.99,US1NMSF0051,POJOAQUE 1.0 E,SANTA FE,5960,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.2,4,0.7,0.7,M,M,M,M,M,M,M,M,M,M
NM,35.89,-106.09,US1NMSF0080,POJOAQUE 4.6 W,SANTA FE,5637,M,M,M,M,M,M,M,M,M,M,M,M,M,3,M,3,M,M,M,M,M,M,M,M,M,M,M,M
NM,35.9,-106.1,US1NMSF0113,POJOAQUE 5.0 W,SANTA FE,5605,M,M,M,M,M,M,M,0,0,0,0,0,0,2.5,M,3.5,M,1.5,0,0,0,0,0,0,0,0,0,0
NM,35.68,-105.96,US1NMSF0135,SANTA FE 0.3 NNW,SANTA FE,6926,0,0,0,M,0,0,0,0,0,0,0,0,0,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
NM,35.68,-105.94,US1NMSF0120,SANTA FE 0.6 ENE,SANTA FE,6986,0,0,0,M,0,0,0,0,0,0,0,0,0,M,M,M,M,M,M,0,0,0,0,0,0,M,0,0
NM,35.68,-105.94,US1NMSF0157,SANTA FE 0.7 E,SANTA FE,7039,0,0,0,0,0,0,0,0,0,0,0,0,0,M,T,10.5,1.7,1,T,0,0,0,0,0,0,0,0,0
NM,35.67,-105.95,US1NMSF0114,SANTA FE 0.7 S,SANTA FE,6967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,T,10,2,1,0,0,0,0,0,0,0,0,0,0
NM,35.53,-105.94,US1NMSF0167,SANTA FE 10.2 S,SANTA FE,6692,0,0,0,M,0,0,0,0,0,0,0,0,0,1.8,0.2,3.5,1.4,2.3,0,0,0,0,0,0,0,0,0,0
NM,35.54,-105.9,US1NMSF0031,SANTA FE 10.3 SSE,SANTA FE,6939,0,0,0,M,0,0,0,0,0,0,0,0,0,2.2,0.5,6,1.2,2.2,0,0,0,0,0,0,0,0,0,0
NM,35.54,-105.9,US1NMSF0162,SANTA FE 10.4 SSE,SANTA FE,6961,M,M,M,M,M,M,M,M,M,M,M,M,M,0.2,M,0.6,0.2,0.3,M,M,M,M,M,M,M,M,0,0
